   6.3282600e-01   7.3680900e-01  -2.3799900e-01
   6.0780900e-01   7.8513600e-01  -1.1886900e-01
   6.3480400e-01   7.6036400e-01  -1.3737100e-01
   6.1833700e-01   7.8159600e-01  -8.2262400e-02
   5.4932500e-01   8.1353900e-01  -1.9077700e-01
   3.2445900e-01   8.5097400e-01   4.1300100e-01
  -3.7951000e-01   8.9542700e-01   2.3277000e-01
  -2.1959100e-01   9.2162600e-01  -3.1997800e-01
  -3.6135700e-01   7.9638400e-01  -4.8496800e-01
  -4.5938100e-01   7.2591500e-01  -5.1187600e-01
   5.4699500e-01  -6.1067200e-01   5.7260500e-01
   6.1945200e-01  -5.0385100e-01   6.0200700e-01
   8.8570500e-01  -3.4480500e-01   3.1086400e-01
   9.3084700e-01  -2.4980400e-01   2.6668500e-01
   8.1262600e-01   7.7247600e-02   5.7764300e-01
   8.6426500e-01   1.7463700e-01   4.7174900e-01
   8.0070700e-01   3.3153500e-01   4.9895100e-01
   8.0156100e-01   5.0181900e-01   3.2508100e-01
   6.1861200e-01   7.1027700e-01   3.3589600e-01
   5.5761800e-01   7.9736200e-01   2.3081800e-01
   4.4524600e-01   8.4701500e-01   2.9038300e-01
   3.2145500e-01   9.1775200e-01   2.3323500e-01
   2.0533100e-01   9.5621400e-01   2.0855400e-01
   1.4367200e-01   8.8661200e-01   4.3963400e-01
   6.1698400e-02   9.5040300e-01   3.0484100e-01
  -2.8711200e-02   9.3752900e-01   3.4672000e-01
  -1.5792400e-01   7.7955900e-01   6.0609300e-01
  -2.5404900e-01   8.3349300e-01   4.9066100e-01
  -3.7308700e-01   8.1217400e-01   4.4853000e-01
  -5.0544500e-01   8.3390000e-01   2.2166700e-01
  -6.5413700e-01   7.5504700e-01   4.4822200e-02
  -6.9426800e-01   7.1428400e-01  -8.8265100e-02
   7.8573300e-01  -5.5087800e-01  -2.8134800e-01
   8.6287900e-01  -4.9963500e-01  -7.6185600e-02
   8.3843200e-01  -2.8733800e-01  -4.6310800e-01
   9.1363500e-01  -2.8250000e-01  -2.9234400e-01
   8.2377200e-01   2.2178500e-01  -5.2173900e-01
   7.7637400e-01   4.5641500e-01  -4.3465900e-01
